array_methods	0
arrays	0
basic_ranges	0
bitwise_pow	0
break_continue	0
builtin_arity	0
builtin_keywords	0
builtin_methods	0
class_derive	0
class_overloads	0
class_packable	0
class_statics_getters	255
class_value	0
classes	0
closure_loop_var	0
closures	0
compound_assign	0
cond_expression	0
containers	0
debugger_statement	0
defer_basic	0
defer_loops	0
defer_return	0
defer_throw	0
destructure	0
dict_methods	0
diverging_expressions	0
drop_cycles	0
drop_on_throw	0
drop_parameters	0
enums	0
error_bare_builtin_method	255
error_bitwise_type	255
error_builtin_param_type	255
error_builtin_receiver_miss	255
error_builtin_receiver_scalar	255
error_builtin_value	255
error_class_ctor_arity	255
error_class_ctor_overload_dispatch	255
error_class_getter_params	255
error_class_method_miss	255
error_class_overload_dispatch	255
error_class_self_immutable	255
error_class_wellknown	255
error_class_wellknown_overload	255
error_coalesce_immutable	255
error_compound_builtin	255
error_compound_immutable	255
error_compound_type	255
error_contains_dict_receiver	255
error_defer_uncaught	255
error_destructure_arity	255
error_destructure_immutable	255
error_destructure_nested	255
error_destructure_object	255
error_div_zero	255
error_fn_arity	255
error_fn_pattern_arity	255
error_fn_pattern_immutable	255
error_fn_pattern_mismatch	255
error_format_spec	255
error_immutable_assign	255
error_immutable_local	255
error_index_key_type	255
error_index_neg_write	255
error_index_oob	255
error_index_write_receiver	255
error_match_arm_throw	255
error_match_guard_type	255
error_match_structural_throw	255
error_method_not_function	255
error_multifn_dispatch	255
error_multifn_unbound	255
error_namespace_member	255
error_non_bool_cond	255
error_nonnull_nil	255
error_not_callable	255
error_param_arity_default	255
error_param_type_arg	255
error_param_type_default	255
error_param_type_dispatch	255
error_param_type_eager	255
error_place_mismatch	255
error_pow_type	255
error_prop_compound_miss	255
error_prop_ns_unknown	255
error_prop_receiver	255
error_prop_shared_coalesce	255
error_property_receiver	255
error_recursion	255
error_safe_index_oob	255
error_safe_index_receiver	255
error_set_unhashable	255
error_sized_count_neg	255
error_sized_count_type	255
error_slice_endpoint_type	255
error_slice_receiver	255
error_slice_write	255
error_spread_type	255
error_stdlib_arity	255
error_stdlib_type	255
error_tensor_axis_type	255
error_tensor_rank	255
error_trait_dup_method	255
error_trait_return_type	255
error_trait_wellknown	255
error_type_mismatch	255
error_uncaught_throw	255
exprs	0
fn_handle_self	0
fn_params	0
fn_patterns	0
forin	0
forin_capture	0
forin_control	0
forin_dispose	0
forward_ref	0
functions	0
generics_matmul	0
higher_order_methods	0
if_arm_scope	0
implicit_declaration	0
imports	0
index_access	0
init_clause	0
int64_edges	0
interpolation	255
introspection_decorators	0
iterator_adapters	0
iterator_sources	0
iterator_teardown	0
kwargs	0
kwargs_ctor	0
lazy_stdlib	0
loop_tails_and_args	0
match_basic	0
match_bindings	0
match_defer	0
match_guards	0
match_structural	0
method_calls	0
multifn_basic	0
multifn_scope	0
multifn_self	0
multifn_unbound	0
namespace_methods	0
namespace_values	0
nesting_shadowing	0
object_literal	0
polymorphic_methods	0
primitive_namespaces	0
property_assign	0
property_reads	0
recursion	0
recursion_depth	0
safe_index	255
self_capture	0
set_methods	0
sink_and_complex_target	0
slices	0
stdlib_globals	255
stdlib_values	0
strings_bools	0
tensor_inplace	0
tensor_methods	0
traits	0
try_catch	0
try_catch_cells	0
try_in_argument	0
type_annotations	0
type_patterns	0
ufcs	255
ufcs_builtin_names	0
ufcs_capture	0
ufcs_shadow_binding	0
unwind_toplevel	255
while_loops	0
zero_step	255
